                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.0044,                 2.4642,                 1.2683,                 0.2143,                0.17454,                0.12319,                0.06282,                 1.7491,                 1.8148,                 1.1726,               0.070184,              0.0033129,              0.0033129
